I,F,H,G,A,T
23,23,146,Male,31,303
15,15,112,Male,56,49
40,40,132,Female,28,186
83,83,138,Female,33,4
110,110,138,Male,38,42
110,110,129,Male,38,38
140,140,120,Female,31,221
100,100,125,Female,27,50
166,166,112,Female,21,238
179,179,156,Male,37,256
50,50,82,Female,22,33
126,126,121,Female,43,181
49,49,156,Male,28,121
143,143,141,Male,26,306
15,15,143,Male,56,58
19,19,120,Female,45,257
171,171,146,Female,37,31
135,52,128,Female,17,326
83,83,118,Male,33,3
168,168,121,Male,22,195
100,53,136,Female,27,49
143,143,99,Male,26,313
123,123,103,Female,20,296
10,10,142,Female,26,128
72,68,73,Male,26,287
164,164,83,Male,32,54
6,6,112,Female,48,186
188,188,133,Female,37,112
47,47,116,Male,36,19
14,14,137,Male,41,302
9,5,135,Female,45,98
43,43,130,Female,33,211
17,17,107,Male,23,91
178,178,108,Female,53,222
29,29,128,Male,30,153
112,112,142,Female,38,260
86,86,111,Male,21,195
59,59,137,Male,39,281
61,61,104,Female,31,266
151,151,133,Male,37,245
198,13,102,Male,10,301
16,16,132,Female,38,214
185,185,106,Male,36,50
168,168,125,Female,22,196
42,2,138,Male,54,321
48,48,112,Female,21,248
128,128,124,Male,46,132
84,84,150,Male,33,112
161,161,111,Female,39,78
20,20,104,Female,37,112
117,117,138,Male,26,106
143,143,132,Male,26,307
52,52,113,Male,28,137
41,41,132,Male,30,164
195,195,154,Male,38,248
81,81,155,Male,27,280
181,181,159,Female,34,199
95,95,162,Female,39,210
53,53,139,Female,46,97
168,168,140,Female,22,196
52,52,105,Male,28,138
168,49,145,Female,22,200
45,45,140,Male,48,285
17,17,93,Female,23,95
92,92,149,Female,32,82
148,148,129,Male,30,81
70,40,126,Female,34,210
70,70,120,Female,34,213
32,32,76,Female,41,270
181,39,161,Male,34,203
156,156,88,Female,37,322
58,58,125,Male,30,259
78,78,111,Female,22,279
5,3,118,Male,27,78
47,47,124,Male,36,29
104,104,119,Male,28,145
145,145,153,Male,26,24
9,9,138,Male,45,101
153,153,113,Female,33,87
178,178,93,Male,53,224
131,172,97,Male,24,284
76,76,122,Female,35,33
82,82,150,Female,43,236
97,97,110,Female,34,318
23,23,126,Male,31,307
10,10,168,Male,26,118
54,54,128,Female,22,269
71,71,113,Female,24,276
57,57,105,Female,35,182
112,112,124,Male,38,253
152,152,120,Female,34,241
128,128,137,Male,46,127
166,166,101,Male,21,228
102,102,135,Female,23,246
27,27,111,Female,53,305
56,56,138,Female,37,206
96,96,102,Female,39,145
36,36,144,Female,35,15
123,123,119,Female,20,302
134,134,115,Female,30,146
17,17,100,Female,23,97
166,166,128,Female,21,241
93,93,137,Male,59,140
99,99,102,Female,31,90
51,51,97,Female,40,264
8,8,117,Female,23,115
14,14,138,Male,41,303
122,122,103,Male,31,29
190,190,103,Male,45,92
156,156,113,Female,37,322
70,60,126,Male,34,208
112,112,149,Male,38,268
61,61,109,Female,31,266
92,92,127,Male,32,79
15,15,111,Male,56,50
124,124,114,Female,29,85
109,109,105,Female,26,127
72,72,109,Male,26,281
27,27,116,Male,53,306
188,188,131,Male,37,118
188,188,98,Female,37,116
42,42,121,Male,54,327
131,131,90,Female,24,284
125,125,135,Male,23,149
151,151,136,Female,37,235
54,54,102,Male,22,256
171,171,105,Female,37,31
126,126,100,Male,43,170
55,55,155,Female,31,230
59,59,148,Male,39,283
67,67,102,Male,26,81
35,35,136,Male,42,77
156,156,125,Male,37,318
2,2,123,Male,20,114
183,183,133,Female,25,189
8,3,120,Male,23,113
30,30,120,Female,35,278
114,48,122,Male,51,304
147,125,105,Male,24,227
164,164,124,Male,32,58
53,53,125,Female,46,100
172,172,104,Male,30,251
94,94,139,Male,39,163
78,78,83,Female,22,289
25,17,96,Female,36,229
84,119,151,Male,33,106
13,13,121,Female,20,287
193,193,120,Female,25,32
168,168,120,Female,22,200
101,101,137,Male,20,128
167,167,125,Male,37,223
110,110,148,Male,38,41
128,128,151,Male,46,127
175,175,132,Male,60,313
152,152,133,Female,34,241
6,6,134,Male,48,191
115,115,128,Female,30,181
80,66,132,Male,36,137
193,193,117,Female,25,33
48,48,107,Male,21,245
116,116,118,Female,25,135
94,94,135,Male,39,161
180,180,92,Female,20,19
108,108,141,Male,30,293
129,129,151,Male,22,268
84,84,109,Female,33,102
163,163,116,Female,26,121
15,15,131,Male,56,52
178,178,125,Female,53,218
172,172,109,Male,30,256
8,8,118,Male,23,107
139,139,144,Female,29,83
172,172,141,Female,30,254
187,187,105,Male,35,210
165,165,122,Male,31,154
82,70,123,Male,43,233
196,196,107,Female,29,288
183,183,138,Male,25,181
78,78,108,Female,22,289
42,42,144,Male,54,324
142,142,139,Female,40,9
159,52,116,Female,52,122
151,151,122,Male,37,239
95,95,134,Male,39,211
117,55,118,Male,26,105
133,133,120,Male,52,208
106,106,93,Female,21,203
23,23,111,Female,31,303
99,99,85,Female,31,89
141,141,115,Female,30,201
61,61,102,Female,31,263
46,46,126,Female,27,150
85,85,111,Female,20,38
96,96,140,Female,39,146
102,102,104,Female,23,246
199,199,148,Male,24,179
70,70,121,Male,34,208
98,98,112,Female,29,67
197,133,125,Female,30,48
175,127,125,Male,60,312
127,127,141,Female,43,88
17,17,128,Female,23,91
36,36,122,Female,35,17
47,47,143,Female,36,18
64,64,120,Female,28,6
87,87,102,Male,35,213
13,13,118,Male,20,289
1,0,124,Male,34,90
117,117,133,Male,26,109
159,159,126,Female,52,118
55,29,157,Male,31,222
175,175,161,Male,60,311
46,46,139,Female,27,158
15,15,157,Male,56,55
125,125,130,Female,23,146
67,67,126,Male,26,70
199,199,158,Male,24,181
59,59,131,Male,39,281
138,138,126,Female,27,2
173,173,114,Male,29,142
19,19,142,Male,45,254
79,79,126,Male,38,288
111,111,119,Female,28,285
198,198,72,Male,10,302
118,118,146,Male,34,233
108,108,139,Female,30,300
55,55,113,Male,31,226
20,20,162,Female,37,109
11,11,118,Male,24,187
39,39,105,Male,20,167
18,18,111,Male,21,229
66,66,111,Male,51,223
30,30,107,Female,35,281
110,110,139,Male,38,42
142,142,112,Male,40,10
50,28,124,Male,22,36
5,9,119,Male,27,73
61,61,137,Female,31,264
176,176,138,Male,26,105
41,41,112,Male,30,162
183,183,116,Female,25,181
16,16,148,Male,38,218
196,196,100,Male,29,289
132,132,131,Male,30,335
113,113,116,Male,33,150
61,61,103,Female,31,259
38,38,122,Male,29,33
19,19,116,Female,45,249
35,35,111,Female,42,73
33,33,136,Male,36,189
52,52,110,Male,28,140
100,100,119,Male,27,46
47,47,155,Male,36,23
23,37,130,Male,31,304
46,46,130,Female,27,161
71,71,93,Female,24,286
74,74,93,Male,38,262
192,192,148,Male,24,117
13,13,119,Female,20,293
141,141,106,Male,30,201
81,81,109,Male,27,280
57,57,125,Female,35,185
85,85,89,Male,20,37
168,168,98,Female,22,197
162,162,148,Male,32,143
151,151,141,Female,37,241
149,149,131,Female,28,272
111,111,139,Female,28,280
198,198,75,Male,10,307
32,32,109,Female,41,265
3,3,123,Male,42,42
7,7,147,Female,41,246
188,188,93,Male,37,117
167,167,88,Male,37,227
50,50,114,Male,22,30
135,135,120,Female,17,323
45,45,139,Female,48,281
142,142,131,Male,40,7
25,25,95,Female,36,233
163,163,128,Male,26,120
143,143,125,Female,26,303
168,168,119,Female,22,196
185,31,105,Female,36,59
138,138,94,Female,27,1
56,56,111,Female,37,208
97,97,125,Female,34,309
37,37,152,Male,47,25
59,59,126,Male,39,287
198,198,106,Female,10,298
146,146,139,Female,29,80
78,62,132,Female,22,286
163,164,118,Female,26,112
32,32,131,Male,41,272
0,0,186,Male,15,181
6,6,116,Male,48,185
70,70,132,Male,34,204
139,139,160,Male,29,85
57,57,146,Female,35,193
199,199,117,Male,24,178
76,76,123,Male,35,33
21,177,164,Male,16,210
83,79,134,Female,33,4
144,144,139,Male,31,150
55,55,170,Male,31,228
179,179,164,Male,37,258
102,102,125,Female,23,243
137,137,155,Female,63,104
153,153,126,Male,33,78
104,104,121,Female,28,153
155,155,99,Female,42,96
21,21,160,Male,16,209
61,61,117,Female,31,263
87,87,141,Male,35,212
7,7,123,Female,41,245
59,59,132,Male,39,284
168,168,132,Female,22,198
2,2,112,Male,20,121
148,148,140,Female,30,86
50,50,138,Female,22,39
18,18,144,Male,21,229
107,107,111,Female,35,325
38,160,119,Female,29,40
21,21,136,Male,16,217
132,5,139,Female,30,334
38,38,139,Male,29,35
94,94,120,Male,39,159
5,5,104,Male,27,78
194,194,119,Male,19,63
104,58,118,Female,28,140
185,185,142,Male,36,60
47,47,139,Female,36,24
4,4,122,Male,31,124
34,27,126,Male,22,203
187,187,113,Male,35,221
68,68,137,Female,46,301
106,106,95,Female,21,203
151,151,117,Female,37,233
109,109,108,Male,26,122
14,14,135,Female,41,305
164,164,116,Male,32,54
15,15,118,Male,56,44
8,8,112,Female,23,111
84,84,147,Male,33,105
163,163,110,Male,26,116
44,44,114,Female,30,244
196,196,128,Male,29,288
177,177,109,Male,46,20
51,85,142,Male,40,269
163,163,116,Female,26,118
6,6,135,Female,48,181
50,50,105,Male,22,35
185,185,101,Male,36,54
148,148,128,Female,30,86
113,113,99,Female,33,146
37,37,147,Male,47,29
6,6,120,Female,48,187
132,132,121,Male,30,333
52,52,115,Female,28,140
57,57,100,Female,35,180
144,144,143,Male,31,146
72,72,100,Female,26,284
120,120,126,Male,47,157
30,14,52,Male,35,280
61,61,117,Female,31,261
47,47,134,Male,36,31
195,195,126,Male,38,263
72,72,127,Female,26,283
176,176,120,Male,26,104
46,46,110,Female,27,158
43,43,109,Female,33,216
2,9,116,Male,20,119
57,57,118,Female,35,179
47,47,128,Male,36,25
81,81,146,Female,27,285
59,59,135,Male,39,283
42,42,136,Female,54,324
95,17,120,Male,39,214
47,47,138,Male,36,26
50,50,118,Female,22,36
107,107,149,Female,35,322
181,181,133,Male,34,196
143,143,140,Male,26,303
51,51,121,Male,40,264
32,32,87,Male,41,262
113,113,111,Female,33,151
5,3,146,Male,27,79
133,133,112,Male,52,213
50,50,111,Male,22,37
40,40,137,Female,28,186
182,182,140,Male,30,66
184,52,162,Female,35,277
68,68,148,Female,46,306
49,49,143,Male,28,118
163,163,146,Female,26,117
92,92,127,Male,32,73
55,55,126,Male,31,222
65,65,116,Male,40,202
172,172,131,Male,30,251
4,4,119,Male,31,125
101,101,79,Female,20,128
182,182,120,Male,30,69
200,200,138,Male,28,235
106,106,89,Female,21,206
48,48,132,Female,21,235
5,5,139,Female,27,79
143,143,140,Female,26,309
2,5,121,Male,20,119
142,142,132,Male,40,1
160,161,94,Female,29,304
35,35,128,Female,42,81
161,161,129,Female,39,82
29,29,107,Male,30,157
152,152,137,Female,34,242
62,62,127,Male,44,299
68,68,92,Female,46,297
103,177,107,Male,31,60
129,129,156,Male,22,271
160,160,143,Female,29,308
82,82,104,Male,43,238
59,59,129,Female,39,291
25,23,134,Male,36,233
40,40,97,Female,28,187
31,67,111,Female,33,206
47,47,153,Female,36,27
129,129,130,Female,22,270
116,25,117,Male,25,133
78,78,126,Female,22,291
175,8,163,Male,60,317
77,77,126,Male,59,65
187,187,137,Male,35,211
104,126,134,Male,28,145
12,12,121,Female,35,164
110,66,162,Female,38,40
91,91,121,Male,28,267
108,108,131,Female,30,290
158,158,142,Female,33,46
58,58,120,Female,30,262
24,24,106,Male,37,96
131,131,95,Male,24,279
128,128,110,Male,46,131
38,38,133,Female,29,42
163,150,102,Female,26,121
113,113,123,Female,33,152
25,7,147,Male,36,230
88,88,149,Male,44,131
98,25,113,Male,29,61
145,145,150,Male,26,29
88,88,167,Male,44,134
170,170,114,Female,31,136
40,15,130,Female,28,187
66,66,128,Male,51,225
124,124,98,Female,29,90
154,154,128,Male,35,7
31,31,124,Male,33,200
18,18,101,Female,21,230
123,123,91,Female,20,293
111,111,108,Male,28,284
184,184,150,Female,35,275
91,91,110,Male,28,271
183,122,103,Female,25,184
143,143,135,Male,26,302
93,93,117,Female,59,137
180,180,94,Female,20,19
183,183,125,Female,25,188
109,70,113,Female,26,121
87,87,120,Female,35,213
97,97,110,Female,34,316
17,9,131,Female,23,92
17,17,124,Female,23,93
12,12,133,Male,35,164
48,38,133,Female,21,240
120,120,160,Male,47,158
87,87,104,Female,35,215
192,192,147,Male,24,118
195,195,146,Male,38,254
164,164,109,Female,32,54
115,115,136,Male,30,179
156,156,102,Male,37,317
113,113,94,Female,33,148
15,21,147,Female,56,52
14,14,143,Male,41,295
90,50,105,Male,33,102
11,11,93,Female,24,181
172,167,134,Male,30,251
191,191,95,Female,29,260
35,31,132,Female,42,78
145,94,190,Male,26,24
68,68,125,Female,46,299
108,108,138,Male,30,300
23,23,125,Female,31,306
17,17,94,Female,23,92
113,113,112,Female,33,150
69,69,125,Female,39,226
196,196,113,Female,29,289
161,161,119,Female,39,75
177,177,138,Female,46,23
73,73,141,Male,39,195
184,184,124,Female,35,276
16,16,141,Male,38,211
58,58,133,Male,30,262
135,135,134,Male,17,323
185,16,111,Male,36,55
27,27,129,Female,53,306
11,11,95,Male,24,188
181,181,142,Female,34,202
85,85,108,Male,20,38
39,39,127,Female,20,163
59,59,126,Male,39,282
121,121,186,Female,28,208
66,21,166,Male,51,233
29,29,150,Male,30,159
176,176,134,Female,26,108
98,98,149,Female,29,69
49,49,135,Male,28,122
72,72,120,Female,26,282
19,40,117,Male,45,251
41,41,147,Male,30,159
185,185,131,Female,36,53
54,54,125,Male,22,261
119,119,123,Female,49,44
5,5,154,Male,27,77
114,114,120,Male,51,303
175,175,130,Male,60,315
150,45,121,Male,23,235
8,8,128,Female,23,110
36,36,130,Female,35,7
110,110,116,Male,38,37
99,99,91,Female,31,91
99,99,152,Female,31,90
169,60,129,Female,32,66
24,24,135,Male,37,97
89,77,147,Male,19,161
147,147,108,Female,24,222
113,113,98,Female,33,152
171,171,90,Male,37,30
69,69,123,Female,39,232
171,171,168,Female,37,30
109,109,108,Male,26,129
23,23,151,Male,31,306
110,110,126,Female,38,41
47,47,139,Male,36,29
97,97,105,Female,34,314
1,1,125,Male,34,88
14,14,104,Female,41,304
71,71,121,Male,24,286
179,47,134,Male,37,256
93,93,116,Male,59,136
103,103,102,Female,31,53
88,88,136,Male,44,139
33,33,147,Male,36,192
121,121,124,Male,28,208
117,117,108,Male,26,110
39,39,98,Female,20,162
106,106,108,Male,21,200
5,5,143,Male,27,77
7,7,150,Male,41,242
